ticker,tradeDate,expirDate,dte,strike,stockPrice,callVolume,callOpenInterest,callBidSize,callAskSize,putVolume,putOpenInterest,putBidSize,putAskSize,callBidPrice,callValue,callAskPrice,putBidPrice,putValue,putAskPrice,callBidIv,callMidIv,callAskIv,smvVol,putBidIv,putMidIv,putAskIv,residualRate,delta,gamma,theta,vega,rho,phi,driftlessTheta,callSmvVol,putSmvVol,extSmvVol,extCallValue,extPutValue,spotPrice,quoteDate,updatedAt,snapShotEstTime,snapShotDate,expiryTod
A,2021-10-21,2021-11-19,30,65,157.28,0,0,54,80,0,1,0,30,90.9,92.28267519291809,95,0,2.3612162949394786e-18,0.75,0,2.201381405514193,2.201381405514193,0.462,0,2.178682356833829,2.178682356833829,0,0.9999999999999998,6.587043587009861e-16,-0.00008903746772183362,0.00001999999070228875,0.053502749703209125,-0.12969601826284816,-4.915118846553916e-11,0.34689111502488085,0.4677197580550813,0.3702877400164887,92.33402027519303,3.1215769027397566e-17,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
A,2021-10-21,2021-11-19,30,70,157.28,0,0,41,80,0,0,0,30,85.5,87.28288097698868,90,0,2.3612162949394786e-18,0.75,0,2.0383224867234615,2.0383224867234615,0.462,0,2.019598470430108,2.019598470430108,0,1,-4.53379325219065e-17,-0.00009588650371674546,0.00001999999070228875,0.05761834633707084,-0.1296960181207396,-5.211154015915337e-11,0.34689111502488124,0.4677197580550817,0.3702877400164887,87.33800326563622,2.819787623776721e-16,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
A,2021-10-21,2021-11-19,30,75,157.28,0,0,41,80,0,8,0,35,80.5,82.28308676105938,85,0,2.9641728857203508e-15,0.75,0,1.8872120127995335,1.8872120127995335,0.462,0,1.8692756446992478,1.8692756446992478,0,0.9999999999999972,4.707438072617467e-16,-0.00010273553966412122,0.000020000015679059957,0.06173394481834366,-0.1296960205365849,-5.194995831916009e-11,0.3468911150248767,0.46771975805507715,0.3655720643291743,82.34194931650019,6.492962242982246e-14,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
A,2021-10-21,2021-11-19,30,80,157.28,0,0,89,60,0,4,0,30,75.5,77.28329254513145,80,0,6.128926612962947e-13,0.75,0,1.7665133309738725,1.7665133309738725,0.462,0,1.7293894359188973,1.7293894359188973,0,0.9999999999997374,1.1047702877732408e-13,-0.00010958457614639626,0.000020000003899773904,0.06584954007848942,-0.12969602749990372,-5.7683763587641524e-11,0.34689111502445064,0.46771975805465066,0.362170991426233,77.34584881302018,8.771832656184777e-12,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
A,2021-10-21,2021-11-19,30,85,157.28,0,0,30,30,0,3,0,41,71.6,72.28349832926276,74.6,0,6.18930339199544e-11,0.75,0,1.6152032444963809,1.6152032444963809,0.462,0,1.598596322667942,1.598596322667942,0,0.999999999974167,9.719263801740299e-12,-0.00011643365036369599,0.000020000053788647136,0.0699651384176537,-0.12969601883128234,-9.602859782087719e-11,0.3468911149825339,0.46771975801265525,0.35924936237954574,72.3497088070794,5.245344313246123e-10,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
A,2021-10-21,2021-11-19,30,90,157.28,0,0,55,60,0,5,0,46,65.5,67.2837041164066,70,0,3.1357271560902734e-9,0.75,0,1.5102398080075448,1.5102398080075448,0.462,0,1.4850877124081492,1.4850877124081492,0,0.9999999987838013,4.273007223218847e-10,-0.00012328431817421805,0.000020003530793267512,0.07408073505151541,-0.12969601186796353,-1.7308045597198516e-9,0.34689111303303716,0.4677197560558382,0.3554131643663119,67.3534540454587,1.602204450432347e-8,157.28,2021-10-21T13:31:51Z,2021-10-21T13:31:58Z,0932,2021-10-21T13:32:02Z,pm
YXI,2021-10-21,2022-05-20,212,25,12.55,0,0,0,236,0,0,227,86,0,0.3806402987762228,0.75,11.5,12.818768243157788,13.9,0,0.8037278202143117,0.8037278202143117,0.664,0,1.0056278744991276,1.0056278744991276,0,0.14111414268754535,0.03467048158991391,-0.0034885685370113,0.021137007828340673,0.008227413555333286,-0.010487784687929214,-0.0034842995983462217,0.6627953195965011,0.6716761239836779,0.8213381861286918,0.7470529828087025,13.111508321578349,12.55,2021-10-21T13:32:11Z,2021-10-21T13:32:15Z,0932,2021-10-21T13:32:02Z,pm
